depth,qubits,qasm_definition
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; id q[0]; rz(0.9800716923448269) q[1]; sdg q[2]; ry(4.9217105372889165) q[4]; y q[3]; tdg q[2]; s q[3]; p(3.726343316493984) q[4]; xx_plus_yy(2.448326406947387,4.796943761354971) q[0],q[1]; c3sqrtx q[3],q[1],q[2],q[4]; sdg q[2]; cswap q[1],q[4],q[3]; rcccx q[3],q[4],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[2]; creg c[2]; cz q[1],q[0]; dcx q[1],q[0]; rzz(1.9884761657757941) q[0],q[1]; cu3(5.816999639516646,3.7864474334672167,2.2294294257816456) q[1],q[0]; cu1(0.8188056063589366) q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; crz(3.315478583346144) q[0],q[1]; rzz(5.663937923920097) q[1],q[0]; rxx(2.719672952054036) q[0],q[1]; cy q[1],q[0]; cp(2.068282122919146) q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } qreg q[5]; creg c[5]; x q[4]; ccz q[2],q[0],q[3]; s q[1]; rccx q[3],q[2],q[4]; ch q[1],q[0]; sxdg q[1]; cswap q[0],q[2],q[3]; u2(4.145780095791922,0.2802882635907758) q[4]; sx q[0]; ccz q[4],q[2],q[1]; rccx q[1],q[3],q[4]; xx_plus_yy(5.507059738069793,3.3125461127627354) q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[5]; creg c[5]; rcccx q[0],q[2],q[1],q[3]; x q[4]; rcccx q[4],q[0],q[3],q[2]; rcccx q[0],q[4],q[1],q[2]; rcccx q[1],q[4],q[0],q[3]; u1(3.9293220415031964) q[2]; r(2.710193122460663,5.891169792467785) q[4]; rcccx q[0],q[3],q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,3,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[3]; creg c[3]; rccx q[1],q[2],q[0]; tdg q[2]; cu3(0.13430587372770508,3.6342228043080826,3.9159596901488625) q[1],q[0]; ccx q[1],q[2],q[0]; x q[1]; rxx(1.3438660441658405) q[2],q[0]; u2(2.581221012792922,4.821652331015379) q[0]; cu1(4.10000608333327) q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
5,3,"OPENQASM 2.0; include ""qelib1.inc""; gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[3]; creg c[3]; cx q[2],q[0]; y q[1]; cu1(4.136021469741437) q[1],q[0]; rx(2.921707994541006) q[2]; x q[0]; s q[1]; ry(3.177101032838195) q[2]; iswap q[2],q[0]; ecr q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; rcccx q[3],q[1],q[2],q[0]; rcccx q[0],q[1],q[2],q[3]; sxdg q[2]; cswap q[3],q[1],q[0]; rcccx q[0],q[2],q[1],q[3]; id q[1]; cswap q[3],q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[2]; creg c[2]; sxdg q[0]; y q[1]; t q[1]; u(2.819541843029019,1.4611668521706143,0.08954174692966799) q[0]; id q[0]; u2(1.8454263851490977,3.7708289341976653) q[1]; r(3.5369286895812984,1.2987831867975885) q[0]; rz(3.4754921435294355) q[1]; h q[1]; u2(0.6270502307622516,1.4587076971049533) q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; x q[0]; sdg q[0]; u2(4.55684796177205,5.1507198808049095) q[1]; sdg q[0]; h q[1]; u(3.3893413565288495,5.376225480718204,4.751941946339147) q[1]; id q[0]; id q[0]; u3(5.762579645273922,3.435608996699868,5.857409131674325) q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[4]; creg c[4]; rz(5.273674951458015) q[0]; y q[1]; cu(2.6133171921096605,4.270694921628862,0.4551649016358181,1.7990084016170202) q[3],q[2]; ry(1.5549227923043232) q[0]; ccx q[2],q[3],q[1]; u2(2.9840164233843556,0.7214150232249918) q[3]; ry(2.098746118101189) q[0]; c3sqrtx q[3],q[1],q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } qreg q[5]; creg c[5]; ccz q[3],q[0],q[1]; z q[2]; u3(3.7206595268467395,0.945377709186428,1.9142966595039717) q[0]; iswap q[4],q[2]; z q[2]; u2(0.8780337750889846,4.8820644785102125) q[4]; rxx(2.4728389626140515) q[1],q[0]; rccx q[3],q[2],q[0]; cu3(2.3858770969843546,2.047222169110203,0.5576863510504639) q[3],q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } qreg q[5]; creg c[5]; ccz q[4],q[0],q[1]; cz q[3],q[2]; ccx q[1],q[3],q[4]; sdg q[0]; ccx q[2],q[0],q[3]; rzx(0.9569797703936935) q[4],q[1]; iswap q[1],q[2]; ccz q[4],q[0],q[3]; cx q[2],q[0]; y q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; rcccx q[0],q[3],q[1],q[2]; u2(1.8032240268404867,5.841871194399966) q[3]; ccx q[0],q[1],q[2]; cu(1.5998250358545714,4.5900513859725125,1.3363141435345203,1.8977533204476924) q[3],q[0]; cu(3.5083802308597067,6.225481594949312,0.12855598297452098,5.57183621493525) q[2],q[1]; c3sqrtx q[2],q[1],q[3],q[0]; c3sqrtx q[3],q[1],q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[2]; creg c[2]; rz(0.484691818995565) q[1]; tdg q[0]; ecr q[0],q[1]; rzz(0.9761148612360779) q[0],q[1]; sdg q[0]; r(1.5500334370166438,2.2409072910331824) q[1]; rzx(5.0846837496448805) q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[2]; creg c[2]; rzz(3.9825931994600663) q[1],q[0]; p(2.1339336102897) q[1]; r(0.8309542016522199,0.8903874232778626) q[0]; u2(3.6779907392040427,5.517359493588644) q[0]; rx(3.671321256070948) q[1]; crx(0.7427336863465357) q[0],q[1]; cs q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[5]; creg c[5]; x q[1]; rz(3.171279276808888) q[4]; y q[3]; cp(5.374268829291609) q[2],q[0]; ccx q[1],q[2],q[3]; y q[4]; u2(0.09805482461103526,5.833074644248286) q[0]; rccx q[4],q[1],q[3]; u1(1.1668279148588396) q[2]; p(4.234364027341088) q[0]; cswap q[4],q[1],q[2]; sdg q[0]; u2(3.2198945214768346,1.8727161730275728) q[3]; rx(3.3729267152162294) q[3]; ccz q[2],q[4],q[0]; t q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,3,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } qreg q[3]; creg c[3]; cswap q[0],q[1],q[2]; xx_minus_yy(4.316129859313276,1.743625301756701) q[0],q[1]; tdg q[2]; sx q[2]; p(2.0381443749659844) q[0]; id q[1]; ccx q[0],q[1],q[2]; sx q[1]; xx_plus_yy(4.081682979894992,5.888482185480738) q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; rcccx q[0],q[2],q[3],q[1]; rcccx q[2],q[3],q[0],q[1]; ccx q[2],q[3],q[1]; p(6.088284749386803) q[0]; c3sqrtx q[2],q[3],q[1],q[0]; rcccx q[0],q[3],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[4]; creg c[4]; rcccx q[2],q[0],q[3],q[1]; rz(0.9822487698883695) q[3]; rccx q[2],q[1],q[0]; u1(3.481454736033817) q[2]; sx q[3]; sdg q[0]; z q[2]; y q[3]; r(4.086865125692542,2.9004840837732995) q[1]; tdg q[0]; ccx q[2],q[0],q[1]; x q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[5]; creg c[5]; rcccx q[2],q[4],q[1],q[0]; p(1.439901509109927) q[3]; cry(4.484068661473974) q[2],q[1]; rzz(4.559110545667049) q[3],q[0]; rcccx q[1],q[4],q[0],q[2]; u3(2.4356864527662605,4.9555228787955095,4.505475005514452) q[3]; dcx q[4],q[2]; sx q[1]; cp(2.143099578762213) q[1],q[2]; ecr q[3],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[4]; creg c[4]; id q[1]; z q[0]; h q[3]; y q[2]; ccx q[0],q[2],q[3]; x q[0]; ccz q[1],q[3],q[2]; ecr q[0],q[1]; tdg q[2]; id q[3]; rxx(1.4131196084022342) q[3],q[2]; csdg q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } qreg q[2]; creg c[2]; rxx(6.264967641940355) q[0],q[1]; crz(5.003194889614021) q[1],q[0]; csx q[1],q[0]; rzx(3.8224006013686727) q[1],q[0]; cu(3.1731061528998765,1.3018365119811333,4.308715841072105,5.169013817597199) q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } qreg q[5]; creg c[5]; dcx q[2],q[1]; ryy(3.836717193324795) q[4],q[3]; u3(1.6307841960655656,2.5502489207796364,5.383926187872037) q[0]; s q[0]; ryy(3.754758075979052) q[3],q[1]; cp(1.0193211196236742) q[4],q[2]; rccx q[0],q[4],q[2]; x q[3]; sdg q[1]; cswap q[1],q[3],q[2]; cz q[0],q[4]; cu(0.988845648940272,4.821475058250029,5.151427555992974,1.6093516225327031) q[4],q[3]; id q[1]; sdg q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; crz(2.315438989698892) q[0],q[1]; crz(5.628333188670735) q[0],q[1]; p(1.4994142994547872) q[0]; rx(4.798111180220313) q[1]; cz q[0],q[1]; y q[1]; sxdg q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,3,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[3]; creg c[3]; csx q[1],q[0]; y q[2]; crz(4.697052105728198) q[1],q[0]; cp(0.48945174480560466) q[2],q[1]; rxx(2.384234473823499) q[2],q[1]; rz(5.3951677406714404) q[0]; ccx q[1],q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } qreg q[4]; creg c[4]; cp(0.8928685955241836) q[0],q[1]; id q[3]; ryy(5.485002242445626) q[2],q[0]; cs q[1],q[3]; x q[2]; rccx q[1],q[0],q[3]; iswap q[1],q[0]; cu3(2.118989917736303,5.838603789010325,4.101951054417689) q[3],q[2]; sxdg q[2]; cu3(6.100558505348203,1.7454064164851537,3.940373328469212) q[0],q[1]; y q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } qreg q[4]; creg c[4]; rcccx q[1],q[0],q[2],q[3]; rzz(0.10355436032792707) q[2],q[0]; cz q[3],q[1]; cswap q[3],q[1],q[2]; h q[0]; xx_minus_yy(3.9748780011773,3.1780848432679805) q[3],q[2]; csx q[1],q[0]; rcccx q[0],q[2],q[3],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; u1(5.807772313902765) q[1]; u(3.5628680792671625,2.0999447939875244,6.070246349693302) q[0]; sx q[1]; u3(3.2088120292697777,4.709534300914104,1.3473567556633597) q[0]; u1(1.3630422385371759) q[1]; rz(3.244506243215089) q[0]; u1(0.6854826909571017) q[1]; id q[0]; sx q[0]; s q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[5]; creg c[5]; crx(2.2507475754465) q[1],q[0]; rzz(5.8212152837491455) q[2],q[3]; ry(0.19585187471885446) q[4]; dcx q[3],q[1]; t q[4]; sxdg q[0]; p(3.1539575278120595) q[2]; h q[3]; rzz(1.7557344213922466) q[1],q[0]; sxdg q[4]; id q[2]; ch q[3],q[0]; z q[2]; t q[4]; u(1.3738721808279353,5.430231744081894,0.4043012160963534) q[1]; c3sqrtx q[0],q[4],q[2],q[3]; rx(2.844996914692946) q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; rcccx q[1],q[2],q[3],q[4]; sdg q[0]; cz q[0],q[2]; cswap q[4],q[1],q[3]; rcccx q[4],q[1],q[0],q[3]; rcccx q[4],q[1],q[0],q[3]; h q[2]; csx q[0],q[1]; cu1(2.2936474981211927) q[2],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[4]; creg c[4]; ccz q[3],q[1],q[2]; id q[0]; ccx q[1],q[3],q[2]; ccz q[1],q[2],q[0]; rccx q[0],q[2],q[1]; cswap q[1],q[0],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } qreg q[2]; creg c[2]; u3(5.41336863794588,1.4899898693195075,1.481239655860618) q[0]; y q[1]; xx_plus_yy(5.379636576846548,2.1437261353996413) q[0],q[1]; u3(1.4649380208288811,4.782982086890244,4.551380987976455) q[1]; u2(4.741684652682844,3.819742275268275) q[0]; u3(5.2234125197817685,1.9699574763647925,5.889463230674487) q[0]; sdg q[1]; u2(5.76821597592163,4.52400595728518) q[0]; s q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,3,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[3]; creg c[3]; ccz q[1],q[2],q[0]; rx(5.291138943518766) q[2]; rz(2.656814310097178) q[1]; tdg q[0]; ecr q[1],q[2]; rx(5.291541767810187) q[0]; r(5.756817486670329,2.783485833978887) q[0]; y q[1]; sxdg q[2]; sdg q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
5,2,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[2]; creg c[2]; u(0.5098394620225436,4.7688767132796945,5.008622120941539) q[0]; u(3.2652869820131363,0.40882307246449495,0.7099559562971733) q[1]; u(0.23577218157033505,2.299204416938763,0.3165417405090721) q[1]; id q[0]; p(0.6321423086215959) q[0]; y q[1]; rx(2.4767558180634826) q[0]; dcx q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
5,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; c3sqrtx q[1],q[2],q[4],q[3]; z q[0]; rcccx q[3],q[0],q[1],q[2]; z q[4]; c3sqrtx q[0],q[4],q[1],q[3]; u2(3.74954416929032,4.18087363306737) q[2]; rcccx q[4],q[3],q[0],q[1]; h q[2]; ry(0.11653270982761703) q[0]; sxdg q[4]; u(2.856090918443229,3.5421565865084683,2.9249317051470376) q[1]; crz(6.146375149379685) q[2],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
5,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; z q[3]; cswap q[1],q[2],q[0]; c3sqrtx q[2],q[3],q[0],q[1]; c3sqrtx q[1],q[3],q[0],q[2]; c3sqrtx q[2],q[3],q[1],q[0]; rcccx q[0],q[1],q[2],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
